Aportes,,,,,,,,Valor mensal aportado,,,,,,Auxiliar Aportes x Carteira atual,,,,,,,,,Consolidado,,,,,,Aportes em Dolar,,,,,,,,,Desdobramentos,,,,Conversoes,,,,,Bonificação,,,
Data,Mês/ano,Titulo,Moeda,Investido,Qtde,I/Q,,Mês/ano,Aporte ,Aporte US$,Aporte consolidado,Acumulado,,Ação,Aportado,Percentual,Carteira Atual,Diferença,Quantidade,"0,00000000",Status,,Soma Reais,Soma Dolar,Meses,Média mensal,Diferença,,Reais,Cotação,Taxa cambio,IOF,Outras Taxas (Dolar),Dolar,Data,,,Ação,Fator,Data,,Ação,Fator,Data,,,Ação,Fator,Data,Quantidade
03/12/2019,12/2019,Prefixado 2025,Real,"R$ 225,63","1,00000000","R$ 225,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/12/2019,12/2019,BCFF11,Real,"R$ 308,94","24,00000000","R$ 12,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2019,12/2019,MAUÁ CAPITAL AÇÕES FIC FIA,Real,"R$ 200,00",,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2019,12/2019,DIVO11,Real,"R$ 64,79","1,00000000","R$ 64,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2019,12/2019,IVV,Dolar,"R$ 32,64",,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2019,12/2019,HGLG11,Real,"R$ 186,99","1,00000000","R$ 186,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2019,12/2019,KNRI11,Real,"R$ 360,02","2,00000000","R$ 180,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2019,12/2019,BCFF11,Real,"R$ 170,00","16,00000000","R$ 10,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2019,12/2019,MDIA3,Real,"R$ 101,40","3,00000000","R$ 33,80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2019,12/2019,EMBR3,Real,"R$ 37,14","2,00000000","R$ 18,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2019,12/2019,ABEV3,Real,"R$ 37,36","2,00000000","R$ 18,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2019,12/2019,SAPR11,Real,"R$ 93,00","3,00000000","R$ 31,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2019,12/2019,ITSA4,Real,"R$ 82,50","6,00000000","R$ 13,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2019,12/2019,WIZC3,Real,"R$ 40,35","3,00000000","R$ 13,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2019,12/2019,SUZB3,Real,"R$ 78,84","2,00000000","R$ 39,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2019,12/2019,CPLE6,Real,"R$ 130,20","20,00000000","R$ 6,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2019,12/2019,GRND3,Real,"R$ 35,52","3,00000000","R$ 11,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/01/2020,1/2020,Selic 2025,Real,"R$ 104,71","1,00000000","R$ 104,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/01/2020,1/2020,BCFF11,Real,"R$ 223,60","16,00000000","R$ 13,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/01/2020,1/2020,KNRI11,Real,"R$ 188,00","1,00000000","R$ 188,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2020,2/2020,Selic 2025,Real,"R$ 1.050,25","1,00000000","R$ 1.050,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2020,2/2020,Prefixado 2025,Real,"R$ 74,60","1,00000000","R$ 74,60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2020,2/2020,IPCA+ Juros 2026,Real,"R$ 0,00","1,00000000","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2020,2/2020,IPCA+ Juros 2026,Real,"R$ 2.565,79","1,00000000","R$ 2.565,79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2020,2/2020,MAUÁ CAPITAL AÇÕES FIC FIA,Real,"R$ 500,00",,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2020,2/2020,BTC,Real,"R$ 10,00",,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020,2/2020,IVV,Dolar,"R$ 34,63",,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020,2/2020,EGIE3,Real,"R$ 52,82","1,00000000","R$ 52,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020,2/2020,JBSS3,Real,"R$ 28,35","1,00000000","R$ 28,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020,2/2020,KLBN11,Real,"R$ 41,98","2,00000000","R$ 20,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020,2/2020,LCAM3,Real,"R$ 25,10","1,00000000","R$ 25,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020,2/2020,MGLU3,Real,"R$ 58,43","4,00000000","R$ 14,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020,2/2020,NTCO3,Real,"R$ 48,17","1,00000000","R$ 48,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020,2/2020,PETR4,Real,"R$ 28,99","1,00000000","R$ 28,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020,2/2020,VIVT4,Real,"R$ 60,90","1,00000000","R$ 60,90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020,2/2020,VIIA3,Real,"R$ 29,84","2,00000000","R$ 14,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2020,2/2020,WEGE3,Real,"R$ 41,12","2,00000000","R$ 20,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020,2/2020,ITSA4,Real,"R$ 95,44","8,00000000","R$ 11,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020,2/2020,ABEV3,Real,"R$ 57,68","4,00000000","R$ 14,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2020,2/2020,EMBR3,Real,"R$ 50,25","3,00000000","R$ 16,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2020,3/2020,IVV,Dolar,"R$ 43,29",,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2020,3/2020,ITUB4,Real,"R$ 31,71","1,00000000","R$ 31,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2020,3/2020,JBSS3,Real,"-R$ 28,35","-1,00000000","R$ 28,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2020,3/2020,MGLU3,Real,"-R$ 58,43","-4,00000000","R$ 14,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2020,3/2020,NTCO3,Real,"-R$ 48,17","-1,00000000","R$ 48,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2020,3/2020,PSSA3,Real,"R$ 61,63","1,00000000","R$ 61,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2020,3/2020,RADL3,Real,"R$ 122,19","1,00000000","R$ 122,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2020,3/2020,SBSP3,Real,"R$ 58,76","1,00000000","R$ 58,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2020,3/2020,VIIA3,Real,"-R$ 29,84","-2,00000000","R$ 14,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2020,3/2020,BTC,Real,"R$ 10,00",,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2020,3/2020,HFOF11,Real,"R$ 230,54","2,00000000","R$ 115,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2020,3/2020,HGLG11,Real,"R$ 181,20","1,00000000","R$ 181,20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2020,3/2020,KNRI11,Real,"R$ 172,52","1,00000000","R$ 172,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2020,3/2020,Selic 2025,Real,"R$ 526,49","1,00000000","R$ 526,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2020,3/2020,IPCA+ 2026,Real,"R$ 0,00","1,00000000","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2020,3/2020,Prefixado 2026,Real,"R$ 35,42","1,00000000","R$ 35,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2020,3/2020,HFOF11,Real,"R$ 111,10","1,00000000","R$ 111,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2020,3/2020,SMAL11,Real,"R$ 102,33","1,00000000","R$ 102,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2020,3/2020,EMBR3,Real,"R$ 82,62","6,00000000","R$ 13,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2020,3/2020,GRND3,Real,"R$ 42,80","5,00000000","R$ 8,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2020,3/2020,ITSA4,Real,"R$ 70,07","7,00000000","R$ 10,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2020,3/2020,Devant,Real,"-R$ 315,45",,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2020,3/2020,ITSA4,Real,"R$ 19,40","2,00000000","R$ 9,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2020,3/2020,EMBR3,Real,"R$ 33,09","3,00000000","R$ 11,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2020,3/2020,SUZB3,Real,"R$ 30,27","1,00000000","R$ 30,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2020,3/2020,Selic 2025,Real,"R$ 210,87","1,00000000","R$ 210,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2020,3/2020,BOVA11,Real,"R$ 146,80","2,00000000","R$ 73,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2020,3/2020,HFOF11,Real,"R$ 315,30","3,00000000","R$ 105,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2020,3/2020,BCFF11,Real,"R$ 639,73","56,00000000","R$ 11,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,3/2020,IPCA+ 2026 Inter,Real,"-R$ 36,57","-1,00000000","R$ 36,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,3/2020,Selic 2023,Real,"-R$ 196,91","-2,00000000","R$ 98,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,3/2020,IPCA 2024,Real,"-R$ 410,97","-4,00000000","R$ 102,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,3/2020,Prefixado 2021,Real,"-R$ 241,24","-2,00000000","R$ 120,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,3/2020,Daycoval Classic,Real,"-R$ 500,00",,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,3/2020,RB Capital,Real,"-R$ 134,00",,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,3/2020,HFOF11,Real,"R$ 529,20","6,00000000","R$ 88,20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,3/2020,SMAL11,Real,"R$ 154,00","2,00000000","R$ 77,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,3/2020,Selic 2025,Real,"R$ 211,09","1,00000000","R$ 211,09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,3/2020,BTC,Real,"R$ 10,00",,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,3/2020,GRND3,Real,"R$ 71,50","10,00000000","R$ 7,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,3/2020,WEGE3,Real,"R$ 79,18","4,00000000","R$ 19,80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,3/2020,FLRY3,Real,"R$ 220,00","11,00000000","R$ 20,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,3/2020,ITSA4,Real,"R$ 162,40","20,00000000","R$ 8,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2020,3/2020,IVV,Dolar,"R$ 19,36",,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,3/2020,KNRI11,Real,"R$ 139,10","1,00000000","R$ 139,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,3/2020,Selic 2025,Real,"R$ 3.273,39","1,00000000","R$ 3.273,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,3/2020,ABEV3,Real,"R$ 12,69","1,00000000","R$ 12,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,3/2020,GRND3,Real,"R$ 16,14","2,00000000","R$ 8,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,3/2020,SAPR11,Real,"R$ 73,10","3,00000000","R$ 24,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,3/2020,WEGE3,Real,"R$ 35,60","2,00000000","R$ 17,80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,3/2020,EMBR3,Real,"R$ 63,84","7,00000000","R$ 9,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,3/2020,FLRY3,Real,"R$ 60,06","3,00000000","R$ 20,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,3/2020,WIZC3,Real,"R$ 100,32","11,00000000","R$ 9,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,3/2020,EZTC3,Real,"R$ 103,14","3,00000000","R$ 34,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,3/2020,B3SA3,Real,"R$ 223,26","18,00000000","R$ 12,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,3/2020,WEGE3,Real,"R$ 69,38","4,00000000","R$ 17,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,3/2020,FLRY3,Real,"R$ 60,81","3,00000000","R$ 20,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,3/2020,ABEV3,Real,"R$ 51,32","4,00000000","R$ 12,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,3/2020,EMBR3,Real,"R$ 44,60","5,00000000","R$ 8,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,3/2020,EZTC3,Real,"R$ 34,87","1,00000000","R$ 34,87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,3/2020,GRND3,Real,"R$ 47,04","6,00000000","R$ 7,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,3/2020,B3SA3,Real,"R$ 37,40","3,00000000","R$ 12,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,3/2020,WIZC3,Real,"R$ 28,80","3,00000000","R$ 9,60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,3/2020,SAPR11,Real,"R$ 25,16","1,00000000","R$ 25,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,3/2020,ITSA4,Real,"R$ 266,60","31,00000000","R$ 8,60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,3/2020,SMAL11,Real,"R$ 343,96","4,00000000","R$ 85,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,3/2020,BOVA11,Real,"R$ 71,67","1,00000000","R$ 71,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,3/2020,HFOF11,Real,"R$ 284,67","3,00000000","R$ 94,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,3/2020,KNRI11,Real,"R$ 153,71","1,00000000","R$ 153,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,3/2020,BCFF11,Real,"R$ 1.437,84","144,00000000","R$ 9,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,3/2020,HGLG11,Real,"R$ 1.436,85","9,00000000","R$ 159,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,3/2020,KNRI11,Real,"R$ 1.384,20","9,00000000","R$ 153,80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,3/2020,HFOF11,Real,"R$ 1.432,50","15,00000000","R$ 95,50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2020,3/2020,BTC,Real,"-R$ 137,54",,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,4/2020,ABEV3,Real,"R$ 47,36","4,00000000","R$ 11,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,4/2020,SBSP3,Real,"-R$ 58,76","-1,00000000","R$ 58,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,4/2020,LCAM3,Real,"-R$ 25,10","-1,00000000","R$ 25,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,4/2020,SLCE3,Real,"R$ 43,72","2,00000000","R$ 21,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,4/2020,PETR4,Real,"R$ 40,17","3,00000000","R$ 13,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,4/2020,KLBN11,Real,"R$ 15,94","1,00000000","R$ 15,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,4/2020,ITUB4,Real,"R$ 22,29","1,00000000","R$ 22,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,SMAL11,Real,"R$ 156,58","2,00000000","R$ 78,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,BOVA11,Real,"R$ 69,73","1,00000000","R$ 69,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,DIVO11,Real,"R$ 46,42","1,00000000","R$ 46,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,KNRI11,Real,"R$ 150,67","1,00000000","R$ 150,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,BCFF11,Real,"R$ 1.164,00","120,00000000","R$ 9,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,KNRI11,Real,"R$ 1.207,60","8,00000000","R$ 150,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,HGLG11,Real,"R$ 1.233,20","8,00000000","R$ 154,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,HFOF11,Real,"R$ 1.193,16","12,00000000","R$ 99,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,Selic 2025,Real,"R$ 1.690,46","1,00000000","R$ 1.690,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,IPCA+ 2026,Real,"R$ 0,00","1,00000000","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,EZTC3,Real,"R$ 103,32","4,00000000","R$ 25,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,SAPR11,Real,"R$ 113,05","5,00000000","R$ 22,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,WEGE3,Real,"R$ 103,62","6,00000000","R$ 17,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,FLRY3,Real,"R$ 79,96","4,00000000","R$ 19,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,B3SA3,Real,"R$ 72,20","6,00000000","R$ 12,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,GRND3,Real,"R$ 42,24","6,00000000","R$ 7,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,WIZC3,Real,"R$ 27,78","3,00000000","R$ 9,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,MDIA3,Real,"R$ 29,16","1,00000000","R$ 29,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,CPLE6,Real,"R$ 51,99","10,00000000","R$ 5,20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,4/2020,ABEV3,Real,"R$ 12,05","1,00000000","R$ 12,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,4/2020,IVV,Dolar,"R$ 26,19",,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2020,4/2020,NOBL,Dolar,"R$ 36,75","0,0000000",#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2020,4/2020,BCFF11,Real,"R$ 548,80","56,00000000","R$ 9,80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2020,4/2020,HGLG11,Real,"R$ 622,60","4,00000000","R$ 155,65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2020,4/2020,KNRI11,Real,"R$ 590,40","4,00000000","R$ 147,60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2020,4/2020,HFOF11,Real,"R$ 589,80","6,00000000","R$ 98,30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2020,4/2020,BCFF11,Real,"R$ 553,61","56,00000000","R$ 9,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2020,4/2020,HGLG11,Real,"R$ 484,20","3,00000000","R$ 161,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2020,4/2020,KNRI11,Real,"R$ 606,80","4,00000000","R$ 151,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2020,4/2020,HFOF11,Real,"R$ 593,28","6,00000000","R$ 98,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2020,4/2020,Selic 2025,Real,"R$ 422,91","1,00000000","R$ 422,91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2020,4/2020,BCFF11,Real,"R$ 335,88","32,00000000","R$ 10,50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2020,4/2020,HGLG11,Real,"R$ 340,34","2,00000000","R$ 170,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
