Aportes,,,,,,,,Valor mensal aportado,,,,,,Auxiliar Aportes x Carteira atual,,,,,,,,,Consolidado,,,,,,Aportes em Dolar,,,,,,,,,Desdobramentos,,,,Conversoes,,,,,Bonificação,,,
Data,Mês/ano,Titulo,Moeda,Investido,Qtde,I/Q,,Mês/ano,Aporte ,Aporte US$,Aporte consolidado,Acumulado,,Ação,Aportado,Percentual,Carteira Atual,Diferença,Quantidade,"0,00000000",Status,,Soma Reais,Soma Dolar,Meses,Média mensal,Diferença,,Reais,Cotação,Taxa cambio,IOF,Outras Taxas (Dolar),Dolar,Data,,,Ação,Fator,Data,,Ação,Fator,Data,,,Ação,Fator,Data,Quantidade
02/03/2022,3/2022,IVV,Dolar,"R$ 47,57","0,10847851","R$ 438,5200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2022,3/2022,ESPO,Dolar,"R$ 47,57","0,79895868","R$ 59,5400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2022,3/2022,VNQ,Dolar,"R$ 47,57","0,45908125","R$ 103,6200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2022,3/2022,NOBL,Dolar,"R$ 47,57","0,5154405","R$ 92,2900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2022,3/2022,ESPO,Dolar,"R$ 120,00","2,25903614","R$ 53,1200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2022,3/2022,IVV,Dolar,"R$ 17,85","0,04208317","R$ 424,1601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2022,3/2022,VNQ,Dolar,"R$ 17,85","0,17363813","R$ 102,8000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2022,3/2022,NOBL,Dolar,"R$ 17,85","0,1961539","R$ 91,0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2022,3/2022,ESPO,Dolar,"R$ 17,88","0,33634311","R$ 53,1600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2022,3/2022,BTC,Real,"R$ 20,32","0,00009686","R$ 209.787,3219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2022,3/2022,ESPO,Dolar,"R$ 14,15","0,24134402","R$ 58,6300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2022,3/2022,BTC,Real,"R$ 25,45","0,00011619","R$ 219.037,7829",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2022,4/2022,BTC,Real,"R$ 64,97","0,00030711","R$ 211.552,8638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2022,4/2022,IVV,Dolar,"R$ 51,00","0,11473049","R$ 444,5200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2022,4/2022,NOBL,Dolar,"R$ 51,00","0,5286618","R$ 96,4700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2022,4/2022,VNQ,Dolar,"R$ 51,00","0,46643497","R$ 109,3400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2022,4/2022,ESPO,Dolar,"R$ 54,45","0,97843665","R$ 55,6500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2022,4/2022,BTC,Real,"R$ 98,00","0,00051211","R$ 191.365,1364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2022,4/2022,IVV,Dolar,"R$ 52,27","0,11823384","R$ 442,0900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2022,4/2022,IVV,Dolar,"R$ 5,00","0,01131836","R$ 441,7601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2022,4/2022,NOBL,Dolar,"R$ 57,26","0,5960858","R$ 96,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2022,4/2022,VNQ,Dolar,"R$ 57,26","0,52402306","R$ 109,2700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2022,4/2022,ESPO,Dolar,"R$ 57,30","1,04049391","R$ 55,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2022,4/2022,KNRI11,Real,"R$ 545,88","4,00000000","R$ 136,4700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2022,4/2022,KNRI11,Real,"R$ 136,46","1,00000000","R$ 136,4600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2022,5/2022,KNRI11,Real,"R$ 542,80","4,00000000","R$ 135,7000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2022,5/2022,IPCA+ 2026,Real,"R$ 0,00","1,00000000","R$ 0,0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2022,5/2022,HFOF11,Real,"R$ 638,28","9,00000000","R$ 70,9200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2022,5/2022,FLRY3,Real,"R$ 349,44","24,00000000","R$ 14,5600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2022,5/2022,BTC,Real,"R$ 98,00","0,00064188","R$ 152.676,5127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2022,5/2022,IVV,Dolar,"R$ 59,00","0,14715051","R$ 400,9500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2022,5/2022,VNQ,Dolar,"R$ 59,00","0,61279601","R$ 96,2800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2022,5/2022,ESPO,Dolar,"R$ 56,43","1,15920295","R$ 48,6800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/06/2022,6/2022,BTC,Real,"R$ 49,00","0,00042471","R$ 115.372,8426",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/06/2022,6/2022,WEGE3,Real,"R$ 170,10","7,00000000","R$ 24,3000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/06/2022,6/2022,ITSA4,Real,"R$ 17,34","2,00000000","R$ 8,6700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2022,6/2022,Itaú FMP Eletrobras,Real,"R$ 3.339,42","1,00000000","R$ 3.339,4200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2022,6/2022,BTC,Real,"-R$ 1.131,66","-0,00555970","R$ 203.546,9540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2022,6/2022,BTC,Real,"R$ 590,02","0,00553916","R$ 106.517,9558",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/07/2022,7/2022,BCFF11,Real,"R$ 190,50","24,00000000","R$ 7,9375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/07/2022,7/2022,HFOF11,Real,"R$ 136,38","2,00000000","R$ 68,1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/07/2022,7/2022,HFOF11,Real,"R$ 68,20","1,00000000","R$ 68,2000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/07/2022,7/2022,BTC,Real,"R$ 22,08","0,00017903","R$ 123.331,2853",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2022,7/2022,IPCA+ 2026,Real,"R$ 1.870,64","1,00000000","R$ 1.870,6400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2022,7/2022,Selic 2027,Real,"R$ 712,62","1,00000000","R$ 712,6200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2022,7/2022,HFOF11,Real,"R$ 348,30","5,00000000","R$ 69,6600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2022,7/2022,HFOF11,Real,"R$ 139,30","2,00000000","R$ 69,6500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2022,7/2022,KNRI11,Real,"R$ 409,77","3,00000000","R$ 136,5900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2022,7/2022,BCFF11,Real,"R$ 466,83","56,00000000","R$ 8,3363",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2022,7/2022,HFOF11,Real,"R$ 138,92","2,00000000","R$ 69,4600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/08/2022,8/2022,ESPO,Dolar,"R$ 34,00","0,65599073","R$ 51,8300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/08/2022,8/2022,VNQ,Dolar,"R$ 35,66","0,35070810","R$ 101,6800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/08/2022,8/2022,BTC,Real,"R$ 12,77","0,00010514","R$ 121.457,1048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2022,8/2022,BTC,Real,"R$ 24,42","0,00021959","R$ 111.207,2499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/2022,8/2022,BTC,Real,"R$ 27,74","0,00026441","R$ 104.912,8248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2022,9/2022,NOBL,Dolar,"R$ 50,28","0,5834382","R$ 86,1788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/09/2022,9/2022,VNQ,Dolar,"R$ 16,33","0,20195399","R$ 80,8600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2022,10/2022,VNQ,Dolar,"R$ 5,37","0,06597051","R$ 81,4000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2022,10/2022,BCFF11,Real,"R$ 282,80","32,00000000","R$ 8,8375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/10/2022,10/2022,ESPO,Dolar,"R$ 15,54","0,39898840","R$ 38,9485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/10/2022,10/2022,BTCUSD,Dolar,"-R$ 2,00","-0,00004277","R$ 46.761,7489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2022,11/2022,ITSA4,Real,"R$ 259,35","19,00000000","R$ 13,6500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2022,11/2022,FLRY3,Real,"R$ 431,75","25,00000000","R$ 17,2700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2022,11/2022,FLRY3,Real,"R$ 207,24","12,00000000","R$ 17,2700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2022,11/2022,CPLE6,Real,"-R$ 6,52","-1,00000000","R$ 6,5200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2022,11/2022,IVVB11,Real,"-R$ 1.362,22","-9,00000000","R$ 151,3578",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2022,12/2022,VNQ,Dolar,"R$ 104,00","1,19746689","R$ 86,8500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2022,12/2022,ESPO,Dolar,"R$ 103,00","2,27596111","R$ 45,2556",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2022,12/2022,IVV,Dolar,"R$ 49,00","0,12127211","R$ 404,0500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2022,12/2022,ESPO,Dolar,"R$ 49,00","1,07834507","R$ 45,4400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2022,12/2022,VNQ,Dolar,"R$ 50,79","0,58480138","R$ 86,8500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2022,12/2022,VNQ,Dolar,"R$ 48,33","0,55279456","R$ 87,4285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/12/2022,12/2022,NUBR33,Real,"R$ 380,81","113,00000000","R$ 3,3700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/12/2022,12/2022,KNRI11,Real,"R$ 137,20","1,00000000","R$ 137,2000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/12/2022,12/2022,BCFF11,Real,"R$ 64,74","8,00000000","R$ 8,0925",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/12/2022,12/2022,HFOF11,Real,"R$ 271,88","4,00000000","R$ 67,9700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/12/2022,12/2022,NUBR33,Real,"R$ 243,09","73,00000000","R$ 3,3300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/12/2022,12/2022,EMBR3,Real,"R$ 217,92","16,00000000","R$ 13,6200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/12/2022,12/2022,BCFF11,Real,"R$ 64,75","8,00000000","R$ 8,0938",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/12/2022,12/2022,ESPO,Dolar,"R$ 5,03","0,11913784","R$ 42,2200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2022,12/2022,ESPO,Dolar,"R$ 10,22","0,24109459","R$ 42,3900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/12/2022,12/2022,IVV,Dolar,"R$ 16,05","0,04207628","R$ 381,4501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/12/2022,12/2022,IVV,Dolar,"R$ 26,83","0,07033687","R$ 381,4500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2023,1/2023,VNQ,Dolar,"R$ 7,97","0,09672330","R$ 82,4000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2023,1/2023,BTC,Real,"R$ 147,59","0,00161085","R$ 91.622,4354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2023,1/2023,SMAL11,Real,"R$ 361,52","4,00000000","R$ 90,3800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2023,1/2023,WIZC3,Real,"R$ 655,62","98,00000000","R$ 6,6900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2023,1/2023,EZTC3,Real,"R$ 646,00","50,00000000","R$ 12,9200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2023,1/2023,EMBR3,Real,"R$ 174,36","12,00000000","R$ 14,5300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2023,1/2023,B3SA3,Real,"R$ 11,86","1,00000000","R$ 11,8600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2023,1/2023,IVV,Dolar,"R$ 40,00","0,10054583","R$ 397,8285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2023,1/2023,IVV,Dolar,"R$ 37,88","0,09525246","R$ 397,6800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2023,1/2023,NOBL,Dolar,"R$ 37,88","0,4079259","R$ 92,8600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2023,1/2023,ESPO,Dolar,"R$ 37,88","0,82136236","R$ 46,1185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2023,1/2023,VNQ,Dolar,"R$ 37,88","0,43079722","R$ 87,9300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2023,1/2023,BCFF11,Real,"R$ 254,24","32,00000000","R$ 7,9450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2023,1/2023,BCFF11,Real,"R$ 254,32","32,00000000","R$ 7,9475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2023,1/2023,KNRI11,Real,"R$ 281,02","2,00000000","R$ 140,5100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2023,1/2023,HFOF11,Real,"R$ 200,52","3,00000000","R$ 66,8400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2023,1/2023,ITSA4,Real,"R$ 8,55","1,00000000","R$ 8,5500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/2023,2/2023,HFOF11,Real,"R$ 262,68","4,00000000","R$ 65,6700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/2023,2/2023,TRPL4,Real,"R$ 21,97","1,00000000","R$ 21,9700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/2023,2/2023,HFOF11,Real,"R$ 65,39","1,00000000","R$ 65,3900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/2023,2/2023,TRPL4,Real,"R$ 21,98","1,00000000","R$ 21,9800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/2023,2/2023,ITSA4,Real,"R$ 8,75","1,00000000","R$ 8,7500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2023,3/2023,BCFF11,Real,"R$ 125,40","16,00000000","R$ 7,8375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2023,3/2023,HFOF11,Real,"R$ 193,47","3,00000000","R$ 64,4900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2023,3/2023,KNRI11,Real,"R$ 138,17","1,00000000","R$ 138,1700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2023,3/2023,GRND3,Real,"R$ 39,96","6,00000000","R$ 6,6600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2023,3/2023,KNRI11,Real,"R$ 135,73","1,00000000","R$ 135,7300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2023,3/2023,BCFF11,Real,"R$ 124,62","16,00000000","R$ 7,7888",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2023,3/2023,HFOF11,Real,"R$ 65,61","1,00000000","R$ 65,6100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2023,3/2023,ITSA4,Real,"R$ 8,00","1,00000000","R$ 8,0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2023,3/2023,HFOF11,Real,"R$ 65,62","1,00000000","R$ 65,6200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2023,3/2023,GGBR4,Real,"R$ 0,00","1,00000000","R$ 0,0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2023,3/2023,IVV,Dolar,"R$ 84,24","0,20991253","R$ 401,3100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2023,3/2023,NOBL,Dolar,"R$ 84,24","0,9436541","R$ 89,2700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2023,3/2023,VNQ,Dolar,"R$ 100,00","1,25786163","R$ 79,5000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2023,3/2023,GOOGL,Dolar,"R$ 5,00","0,04882812","R$ 102,4000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2023,3/2023,JNJ,Dolar,"R$ 5,00","0,03280839","R$ 152,4000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2023,3/2023,NOBL,Dolar,"R$ 5,00","0,0559660","R$ 89,3400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2023,3/2023,VIVT3,Real,"R$ 562,94","28,00000000","R$ 20,1050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2023,3/2023,GGBR4,Real,"R$ 600,72","24,00000000","R$ 25,0300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2023,3/2023,BCFF11,Real,"R$ 307,30","40,00000000","R$ 7,6825",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2023,3/2023,CYRE3,Real,"R$ 27,00","2,00000000","R$ 13,5000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2023,3/2023,EMBR3,Real,"-R$ 860,39","-62,00000000","R$ 13,8773",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2023,3/2023,SUZB3,Real,"-R$ 910,97","-19,00000000","R$ 47,9458",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2023,3/2023,NUBR33,Real,"-R$ 1.317,78","-269,00000000","R$ 4,8988",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2023,3/2023,CYRE3,Real,"-R$ 1.255,57","-71,00000000","R$ 17,6841",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2023,3/2023,NU,Dolar,"R$ 219,03","46,22362869","R$ 4,7385",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2023,3/2023,TRPL4,Real,"R$ 566,02","26,00000000","R$ 21,7700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2023,3/2023,GRND3,Real,"R$ 601,88","82,00000000","R$ 7,3400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2023,3/2023,WIZC3,Real,"R$ 567,00","100,00000000","R$ 5,6700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2023,3/2023,MDIA3,Real,"R$ 457,38","18,00000000","R$ 25,4100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2023,3/2023,EZTC3,Real,"R$ 435,40","35,00000000","R$ 12,4400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2023,3/2023,VIVT3,Real,"R$ 314,80","4,00000000","R$ 78,7000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2023,3/2023,ABEV3,Real,"R$ 129,24","9,00000000","R$ 14,3600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2023,4/2023,ITSA4,Real,"R$ 8,60","1,00000000","R$ 8,6000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2023,4/2023,HFOF11,Real,"R$ 720,28","11,00000000","R$ 65,4800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2023,4/2023,KNRI11,Real,"R$ 716,85","5,00000000","R$ 143,3700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2023,4/2023,BCFF11,Real,"R$ 187,65","24,00000000","R$ 7,8188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2023,4/2023,BCFF11,Real,"R$ 563,04","72,00000000","R$ 7,8200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/2023,4/2023,VNQ,Dolar,"R$ 71,27","0,87641416","R$ 81,3200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2023,5/2023,GGBR4,Real,"R$ 412,93","17,00000000","R$ 24,2900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2023,5/2023,WIZC3,Real,"R$ 199,80","37,00000000","R$ 5,4000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2023,5/2023,IPCA+ 2029,Real,"R$ 1.438,83","1,00000000","R$ 1.438,8300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2023,5/2023,ABEV3,Real,"R$ 313,72","22,00000000","R$ 14,2600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2023,5/2023,TRPL4,Real,"R$ 276,48","12,00000000","R$ 23,0400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2023,5/2023,B3SA3,Real,"R$ 215,84","19,00000000","R$ 11,3600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2023,5/2023,WIZC3,Real,"R$ 181,56","34,00000000","R$ 5,3400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2023,5/2023,GRND3,Real,"R$ 172,41","21,00000000","R$ 8,2100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2023,5/2023,CPLE11,Real,"R$ 194,75","5,00000000","R$ 38,9500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
